callerProcess_7267 will create 1 process.

caller_Process_7267: 0th process created as pid:7268
caller_Process_7267 ends for-fork loop.
exit by7267
callerProcess_7267 will create 1 process.

child process 0 start entry entered
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	18	6
0	19	7
0	20	8
0	21	9
0	22	10
0	23	11
0	24	12
0	26	13
0	27	14
0	28	15
0	29	16
0	42	17
0	43	18
0	44	19
0	45	20
0	46	21
0	47	22
0	48	23
0	49	24
0	50	25
0	51	26
0	52	27
0	53	28
0	66	29
0	67	30
0	69	31
0	70	32
0	71	33
0	72	34
0	73	35
0	74	36
0	75	37
0	76	38
0	77	39
0	78	40
0	79	41
0	80	42
0	81	43
0	94	44
0	95	45
0	97	46
0	98	47
0	99	48
0	100	49
0	101	50
0	102	51
0	103	52
0	104	53
0	105	54
0	118	55
0	119	56
0	120	57
0	121	58
0	122	59
0	123	60
0	125	61
0	126	62
0	127	63
0	128	64
0	129	65
0	142	66
0	143	67
0	144	68
0	145	69
0	146	70
0	147	71
0	148	72
0	149	73
0	150	74
0	151	75
0	152	76
0	153	77
0	166	78
0	168	79
0	169	80
0	170	81
0	171	82
0	172	83
0	173	84
0	174	85
0	175	86
0	176	87
0	177	88
0	190	89
0	192	90
0	193	91
0	194	92
0	195	93
0	196	94
0	197	95
0	198	96
0	199	97
0	200	98
0	201	99
0	214	100
0:7268 process exits
