callerProcess_7273 will create 4 process.

caller_Process_7273: 0th process created as pid:7274
caller_Process_7273: 1th process created as pid:7275
caller_Process_7273: 2th process created as pid:7276
caller_Process_7273: 3th process created as pid:7277
caller_Process_7273 ends for-fork loop.
exit by7273
callerProcess_7273 will create 4 process.

caller_Process_7273: 0th process created as pid:7274
caller_Process_7273: 1th process created as pid:7275
child process 2 start entry entered
2	9	1
2	10	2
2	11	3
2	12	4
2	13	5
2	14	6
2	15	7
2	16	8
2	41	9
2	42	10
2	43	11
2	44	12
2	45	13
2	46	14
2	47	15
2	48	16
2	73	17
2	74	18
2	75	19
2	76	20
2	77	21
2	78	22
2	79	23
2	80	24
2	105	25
2	106	26
2	107	27
2	108	28
2	109	29
2	110	30
2	111	31
2	136	32
2	137	33
2	138	34
2	139	35
2	140	36
2	141	37
2	142	38
2	143	39
2	144	40
2	169	41
2	170	42
2	171	43
2	172	44
2	173	45
2	173	46
2	174	47
2	175	48
2	200	49
2	201	50
2	202	51
2	203	52
2	204	53
2	205	54
2	206	55
2	207	56
2	232	57
2	233	58
2	234	59
2	235	60
2	236	61
2	237	62
2	238	63
2	239	64
2	240	65
2	265	66
2	266	67
2	267	68
2	268	69
2	269	70
2	270	71
2	270	72
2	271	73
2	296	74
2	297	75
2	298	76
2	299	77
2	300	78
2	301	79
2	302	80
2	303	81
2	304	82
2	329	83
2	330	84
2	331	85
2	340	86
2	341	87
2	342	88
2	343	89
2	344	90
2	345	91
2	346	92
2	347	93
2	372	94
2	373	95
2	374	96
2	375	97
2	376	98
2	377	99
2	378	100
2:7276 process exits
callerProcess_7273 will create 4 process.

caller_Process_7273: 0th process created as pid:7274
caller_Process_7273: 1th process created as pid:7275
caller_Process_7273: 2th process created as pid:7276
child process 3 start entry entered
3	1	1
3	2	2
3	3	3
3	4	4
3	5	5
3	6	6
3	7	7
3	8	8
3	33	9
3	34	10
3	35	11
3	36	12
3	37	13
3	38	14
3	39	15
3	40	16
3	65	17
3	66	18
3	67	19
3	68	20
3	69	21
3	70	22
3	71	23
3	72	24
3	97	25
3	98	26
3	99	27
3	100	28
3	101	29
3	102	30
3	103	31
3	104	32
3	129	33
3	130	34
3	131	35
3	132	36
3	133	37
3	134	38
3	135	39
3	135	40
3	160	41
3	161	42
3	162	43
3	163	44
3	164	45
3	165	46
3	166	47
3	167	48
3	168	49
3	193	50
3	194	51
3	195	52
3	196	53
3	197	54
3	198	55
3	199	56
3	200	57
3	225	58
3	226	59
3	227	60
3	228	61
3	229	62
3	230	63
3	231	64
3	232	65
3	257	66
3	258	67
3	259	68
3	260	69
3	261	70
3	262	71
3	263	72
3	264	73
3	289	74
3	290	75
3	291	76
3	292	77
3	293	78
3	294	79
3	295	80
3	295	81
3	321	82
3	322	83
3	323	84
3	324	85
3	324	86
3	325	87
3	326	88
3	327	89
3	356	90
3	357	91
3	358	92
3	359	93
3	360	94
3	361	95
3	362	96
3	363	97
3	388	98
3	389	99
3	390	100
3:7277 process exits
callerProcess_7273 will create 4 process.

caller_Process_7273: 0th process created as pid:7274
child process 1 start entry entered
1	17	1
1	18	2
1	19	3
1	20	4
1	21	5
1	22	6
1	23	7
1	24	8
1	49	9
1	50	10
1	51	11
1	52	12
1	53	13
1	54	14
1	55	15
1	56	16
1	81	17
1	82	18
1	83	19
1	84	20
1	85	21
1	86	22
1	87	23
1	88	24
1	113	25
1	114	26
1	115	27
1	116	28
1	117	29
1	118	30
1	119	31
1	120	32
1	145	33
1	146	34
1	147	35
1	148	36
1	149	37
1	150	38
1	151	39
1	176	40
1	177	41
1	178	42
1	179	43
1	180	44
1	181	45
1	182	46
1	183	47
1	184	48
1	209	49
1	210	50
1	211	51
1	212	52
1	213	53
1	214	54
1	215	55
1	216	56
1	241	57
1	242	58
1	243	59
1	244	60
1	245	61
1	246	62
1	246	63
1	247	64
1	272	65
1	273	66
1	274	67
1	275	68
1	276	69
1	277	70
1	278	71
1	279	72
1	304	73
1	305	74
1	306	75
1	307	76
1	308	77
1	309	78
1	310	79
1	311	80
1	312	81
1	334	82
1	335	83
1	336	84
1	336	85
1	337	86
1	338	87
1	339	88
1	364	89
1	365	90
1	366	91
1	367	92
1	368	93
1	369	94
1	370	95
1	371	96
1	390	97
1	391	98
1	392	99
1	393	100
1:7275 process exits
callerProcess_7273 will create 4 process.

child process 0 start entry entered
0	25	1
0	26	2
0	27	3
0	28	4
0	29	5
0	30	6
0	32	7
0	57	8
0	58	9
0	59	10
0	60	11
0	61	12
0	62	13
0	63	14
0	63	15
0	88	16
0	89	17
0	90	18
0	91	19
0	92	20
0	93	21
0	94	22
0	95	23
0	120	24
0	121	25
0	122	26
0	123	27
0	124	28
0	125	29
0	126	30
0	127	31
0	152	32
0	153	33
0	154	34
0	155	35
0	156	36
0	157	37
0	158	38
0	159	39
0	160	40
0	185	41
0	186	42
0	187	43
0	188	44
0	189	45
0	190	46
0	191	47
0	192	48
0	217	49
0	218	50
0	219	51
0	220	52
0	221	53
0	222	54
0	223	55
0	223	56
0	249	57
0	250	58
0	251	59
0	252	60
0	252	61
0	254	62
0	254	63
0	255	64
0	281	65
0	282	66
0	283	67
0	284	68
0	285	69
0	285	70
0	286	71
0	288	72
0	313	73
0	314	74
0	315	75
0	316	76
0	317	77
0	318	78
0	319	79
0	320	80
0	349	81
0	350	82
0	351	83
0	352	84
0	353	85
0	354	86
0	354	87
0	355	88
0	379	89
0	380	90
0	381	91
0	382	92
0	383	93
0	383	94
0	384	95
0	385	96
0	386	97
0	387	98
0	394	99
0	395	100
0:7274 process exits
