callerProcess_18186 will create 2 process.

caller_Process_18186: 0th process created as pid:18187
caller_Process_18186: 1th process created as pid:18188
caller_Process_18186 ends for-fork loop.
exit by18186
callerProcess_18186 will create 2 process.

child process 0 start entry entered
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	11	0
0	12	0
0	21	0
0	22	0
0	23	1
0	24	1
0	25	1
0	26	1
0	27	1
0	41	1
0	42	1
0	43	1
0	44	1
0	45	1
0	46	2
0	47	2
0	48	2
0	61	2
0	62	2
0	63	2
0	64	2
0	65	2
0	66	2
0	67	2
0	76	3
0	77	3
0	78	3
0	79	3
0	81	3
0	82	3
0	83	3
0	84	3
0	97	3
0	98	3
0	99	4
0	100	4
0	102	4
0	103	4
0	104	4
0	117	4
0	118	4
0	119	4
0	120	4
0	121	4
0	123	5
0	124	5
0	133	5
0	134	5
0	135	5
0	136	5
0	137	5
0	139	5
0	152	5
0	153	5
0	154	6
0	155	6
0	156	6
0	157	6
0	158	6
0	159	6
0	173	6
0	174	6
0	175	6
0	176	6
0	177	7
0	178	7
0	179	7
0	180	7
0	189	7
0	190	7
0	191	7
0	193	7
0	194	7
0	195	7
0	208	8
0	209	8
0	210	8
0	212	8
0	213	8
0	214	8
0	215	8
0	229	8
0	230	8
0	231	8
0	232	9
0	235	9
0	236	9
0	245	9
0	246	9
0	247	9
0	248	9
0	249	9
0	250	9
0	251	9
0	264	10
0	265	10
0	266	10
0	267	10
0	269	10
0	270	10
0	271	10
0	280	10
0	281	10
0	282	10
0	283	11
0	285	11
0	286	11
0	287	11
0	300	11
0	301	11
0	303	11
0	304	11
0	305	11
0	307	11
0	308	12
0	321	12
0	322	12
0	323	12
0	324	12
0	325	12
0	327	12
0	328	12
0	337	12
0	338	12
0	339	13
0	340	13
0	342	13
0	343	13
0	344	13
0	357	13
0	358	13
0	359	13
0	360	13
0	361	13
0	362	14
0	363	14
0	376	14
0	377	14
0	379	14
0	380	14
0	381	14
0	382	14
0	383	14
0	392	14
0	394	15
0	395	15
0	396	15
0	397	15
0	399	15
0	400	15
0	413	15
0	414	15
0	415	15
0	417	15
0	418	16
0	419	16
0	420	16
0	433	16
0	434	16
0	435	16
0	436	16
0	438	16
0	439	16
0	440	16
0	449	17
0	450	17
0	451	17
0	452	17
0	453	17
0	454	17
0	455	17
0	468	17
0	469	17
0	470	17
0	471	18
0	473	18
0	475	18
0	476	18
0	490	18
0	491	18
0	492	18
0	493	18
0	494	18
0	495	18
0	496	19
0	505	19
0	506	19
0	507	19
0	509	19
0	510	19
0	511	19
0	512	19
0	525	19
0	526	19
0	527	20
0	529	20
0	530	20
0	531	20
0	532	20
0	545	20
0	546	20
0	547	20
0	549	20
0	550	20
0	551	21
0	560	21
0	561	21
0	563	21
0	564	21
0	566	21
0	567	21
0	568	21
0	581	21
0	582	21
0	583	22
0	585	22
0	586	22
0	587	22
0	588	22
0	601	22
0	602	22
0	603	22
0	604	22
0	605	22
0	606	23
0	607	23
0	616	23
0	617	23
0	618	23
0	619	23
0	621	23
0	622	23
0	623	23
0	636	23
0	638	24
0	639	24
0	640	24
0	641	24
0	642	24
0	643	24
0	657	24
0	658	24
0	659	24
0	660	24
0	669	25
0	671	25
0	672	25
0	673	25
0	674	25
0	675	25
0	689	25
0	690	25
0	691	25
